,Municipality Name,Barangay Name,Population percentage (2020),Population (2020),Population (2015),Change (2015‑2020),Annual Population Growth Rate (2015‑2020),Postal Code,Coastal/Landlocked,Marine Waterbodies,Coordinates,Estimated Elevation above sea level
1850,Valenzuela,Pasolo,1.14%,"8,150","6,395",27.44%,5.24%,,landlocked,none (landlocked),"14.7089, 120.9521 (14° 43' North, 120° 57' East)",4.7 meters (15.4 feet)
1851,Valenzuela,Poblacion,0.03%,221,372,-40.59%,-10.38%,,landlocked,none (landlocked),"14.7080, 120.9462 (14° 42' North, 120° 57' East)",6.3 meters (20.7 feet)
1852,Valenzuela,Pulo,0.16%,"1,126","1,103",2.09%,0.44%,,landlocked,none (landlocked),"14.7073, 120.9476 (14° 42' North, 120° 57' East)",4.5 meters (14.8 feet)
1853,Valenzuela,Punturin,3.42%,"24,437","20,930",16.76%,3.31%,,landlocked,none (landlocked),"14.7401, 120.9904 (14° 44' North, 120° 59' East)",27.0 meters (88.6 feet)
1854,Valenzuela,Rincon,0.97%,"6,940","6,603",5.10%,1.05%,,landlocked,none (landlocked),"14.6974, 120.9590 (14° 42' North, 120° 58' East)",5.2 meters (17.1 feet)
1855,Valenzuela,Tagalag,0.48%,"3,400","3,209",5.95%,1.22%,,landlocked,none (landlocked),"14.7270, 120.9364 (14° 44' North, 120° 56' East)",5.0 meters (16.4 feet)
1856,Valenzuela,Ugong,7.76%,"55,494","41,821",32.69%,6.13%,,landlocked,none (landlocked),"14.6953, 121.0112 (14° 42' North, 121° 1' East)",32.7 meters (107.3 feet)
1857,Valenzuela,Viente Reales,3.41%,"24,399","22,949",6.32%,1.30%,,landlocked,none (landlocked),"14.7135, 120.9670 (14° 43' North, 120° 58' East)",10.0 meters (32.8 feet)
1858,Valenzuela,Wawang Pulo,0.57%,"4,070","3,516",15.76%,3.13%,,landlocked,none (landlocked),"14.7334, 120.9277 (14° 44' North, 120° 56' East)",6.1 meters (20.0 feet)
1859,Baguio,A. Bonifacio-Caguioa-Rimando,0.19%,685,"1,697",-59.63%,-17.38%,2600.0,landlocked,none (landlocked),"16.4188, 120.5976 (16° 25' North, 120° 36' East)","1,438.5 meters (4,719.4 feet)"
1860,Baguio,Abanao-Zandueta-Kayong-Chugum-Otek,0.18%,666,344,93.60%,14.92%,2600.0,landlocked,none (landlocked),"16.4136, 120.5934 (16° 25' North, 120° 36' East)","1,451.7 meters (4,762.7 feet)"
1861,Baguio,Alfonso Tabora,0.42%,"1,524","2,079",-26.70%,-6.33%,2600.0,landlocked,none (landlocked),"16.4234, 120.5969 (16° 25' North, 120° 36' East)","1,375.7 meters (4,513.4 feet)"
1862,Baguio,Ambiong,0.91%,"3,321","2,525",31.52%,5.94%,2600.0,landlocked,none (landlocked),"16.4288, 120.6081 (16° 26' North, 120° 36' East)","1,485.6 meters (4,874.0 feet)"
1863,Baguio,Andres Bonifacio,0.30%,"1,086","1,307",-16.91%,-3.82%,2600.0,landlocked,none (landlocked),"16.4174, 120.5856 (16° 25' North, 120° 35' East)","1,426.9 meters (4,681.4 feet)"
1864,Baguio,Apugan-Loakan,0.79%,"2,906","2,887",0.66%,0.14%,2600.0,landlocked,none (landlocked),"16.3828, 120.6246 (16° 23' North, 120° 37' East)","1,314.9 meters (4,313.9 feet)"
1865,Baguio,Asin Road,3.77%,"13,823","13,145",5.16%,1.06%,2600.0,landlocked,none (landlocked),"16.4046, 120.5636 (16° 24' North, 120° 34' East)","1,274.8 meters (4,182.4 feet)"
1866,Baguio,Atok Trail,0.53%,"1,933","1,550",24.71%,4.76%,2600.0,landlocked,none (landlocked),"16.3792, 120.6307 (16° 23' North, 120° 38' East)","1,222.4 meters (4,010.4 feet)"
1867,Baguio,Aurora Hill Proper,0.20%,728,822,-11.44%,-2.52%,2600.0,landlocked,none (landlocked),"16.4245, 120.6030 (16° 25' North, 120° 36' East)","1,448.2 meters (4,751.3 feet)"
1868,Baguio,"Aurora Hill, North Central",0.10%,377,386,-2.33%,-0.50%,2600.0,landlocked,none (landlocked),"16.4250, 120.6048 (16° 26' North, 120° 36' East)","1,473.0 meters (4,832.6 feet)"
1869,Baguio,"Aurora Hill, South Central",0.29%,"1,053",959,9.80%,1.99%,2600.0,landlocked,none (landlocked),"16.4254, 120.6069 (16° 26' North, 120° 36' East)","1,472.2 meters (4,830.0 feet)"
1870,Baguio,Bagong Lipunan,0.01%,28,28,0.00%,0.00%,2600.0,landlocked,none (landlocked),"16.4148, 120.5952 (16° 25' North, 120° 36' East)","1,448.8 meters (4,753.2 feet)"
1871,Baguio,Bakakeng Central,3.57%,"13,092","9,216",42.06%,7.67%,2600.0,landlocked,none (landlocked),"16.3960, 120.5783 (16° 24' North, 120° 35' East)","1,421.2 meters (4,662.7 feet)"
1872,Baguio,Bakakeng North,2.97%,"10,867","8,780",23.77%,4.59%,2600.0,landlocked,none (landlocked),"16.3861, 120.5909 (16° 23' North, 120° 35' East)","1,343.9 meters (4,409.1 feet)"
1873,Baguio,Bal-Marcoville,0.21%,768,821,-6.46%,-1.39%,2600.0,landlocked,none (landlocked),"16.4063, 120.6035 (16° 24' North, 120° 36' East)","1,474.6 meters (4,837.9 feet)"
1874,Baguio,Balsigan,0.68%,"2,492","2,169",14.89%,2.97%,2600.0,landlocked,none (landlocked),"16.3990, 120.5937 (16° 24' North, 120° 36' East)","1,446.7 meters (4,746.3 feet)"
1875,Baguio,Bayan Park East,0.30%,"1,099","1,125",-2.31%,-0.49%,2600.0,landlocked,none (landlocked),"16.4271, 120.6083 (16° 26' North, 120° 36' East)","1,496.7 meters (4,910.4 feet)"
1876,Baguio,Bayan Park Village,0.18%,644,837,-23.06%,-5.37%,2600.0,landlocked,none (landlocked),"16.4274, 120.6059 (16° 26' North, 120° 36' East)","1,480.2 meters (4,856.2 feet)"
1877,Baguio,Bayan Park West,0.40%,"1,478","1,526",-3.15%,-0.67%,2600.0,landlocked,none (landlocked),"16.4285, 120.6025 (16° 26' North, 120° 36' East)","1,432.5 meters (4,699.7 feet)"
1878,Baguio,BGH Compound,0.51%,"1,860","1,480",25.68%,4.93%,2600.0,landlocked,none (landlocked),"16.3997, 120.5975 (16° 24' North, 120° 36' East)","1,485.2 meters (4,872.6 feet)"
1879,Baguio,Brookside,0.49%,"1,804","2,216",-18.59%,-4.24%,2600.0,landlocked,none (landlocked),"16.4210, 120.6018 (16° 25' North, 120° 36' East)","1,407.5 meters (4,617.7 feet)"
1880,Baguio,Brookspoint,0.58%,"2,112","2,048",3.13%,0.65%,2600.0,landlocked,none (landlocked),"16.4251, 120.6091 (16° 26' North, 120° 37' East)","1,480.5 meters (4,857.2 feet)"
1881,Baguio,Cabinet Hill-Teacher's Camp,0.95%,"3,478","3,444",0.99%,0.21%,2600.0,landlocked,none (landlocked),"16.4110, 120.6071 (16° 25' North, 120° 36' East)","1,441.3 meters (4,728.6 feet)"
1882,Baguio,Camdas Subdivision,0.42%,"1,547","1,523",1.58%,0.33%,2600.0,landlocked,none (landlocked),"16.4273, 120.5927 (16° 26' North, 120° 36' East)","1,386.7 meters (4,549.5 feet)"
1883,Baguio,Camp 7,3.79%,"13,875","10,969",26.49%,5.07%,2600.0,landlocked,none (landlocked),"16.3796, 120.6024 (16° 23' North, 120° 36' East)","1,292.0 meters (4,238.8 feet)"
1884,Baguio,Camp 8,0.72%,"2,638","2,536",4.02%,0.83%,2600.0,landlocked,none (landlocked),"16.3978, 120.6016 (16° 24' North, 120° 36' East)","1,377.5 meters (4,519.3 feet)"
1885,Baguio,Camp Allen,0.64%,"2,330","2,417",-3.60%,-0.77%,2600.0,landlocked,none (landlocked),"16.4162, 120.5912 (16° 25' North, 120° 35' East)","1,482.3 meters (4,863.1 feet)"
1886,Baguio,Campo Filipino,0.35%,"1,298","1,321",-1.74%,-0.37%,2600.0,landlocked,none (landlocked),"16.4155, 120.5874 (16° 25' North, 120° 35' East)","1,443.2 meters (4,734.9 feet)"
1887,Baguio,City Camp Central,0.47%,"1,722","2,024",-14.92%,-3.34%,2600.0,landlocked,none (landlocked),"16.4106, 120.5863 (16° 25' North, 120° 35' East)","1,423.7 meters (4,670.9 feet)"
1888,Baguio,City Camp Proper,0.46%,"1,678","1,447",15.96%,3.17%,2600.0,landlocked,none (landlocked),"16.4108, 120.5896 (16° 25' North, 120° 35' East)","1,444.5 meters (4,739.1 feet)"
1889,Baguio,Country Club Village,0.48%,"1,762","1,833",-3.87%,-0.83%,2600.0,landlocked,none (landlocked),"16.4052, 120.6201 (16° 24' North, 120° 37' East)","1,446.5 meters (4,745.7 feet)"
1890,Baguio,Cresencia Village,0.46%,"1,671","1,881",-11.16%,-2.46%,2600.0,landlocked,none (landlocked),"16.4203, 120.5874 (16° 25' North, 120° 35' East)","1,386.0 meters (4,547.2 feet)"
1891,Baguio,"Dagsian, Lower",0.42%,"1,521","1,391",9.35%,1.90%,2600.0,landlocked,none (landlocked),"16.3919, 120.6081 (16° 24' North, 120° 36' East)","1,343.6 meters (4,408.1 feet)"
1892,Baguio,"Dagsian, Upper",0.18%,643,683,-5.86%,-1.26%,2600.0,landlocked,none (landlocked),"16.3946, 120.6075 (16° 24' North, 120° 36' East)","1,402.5 meters (4,601.3 feet)"
1893,Baguio,Dizon Subdivision,0.51%,"1,882","1,712",9.93%,2.01%,2600.0,landlocked,none (landlocked),"16.4248, 120.5899 (16° 25' North, 120° 35' East)","1,386.8 meters (4,549.8 feet)"
1894,Baguio,Dominican Hill-Mirador,1.32%,"4,818","4,810",0.17%,0.03%,2600.0,landlocked,none (landlocked),"16.4067, 120.5817 (16° 24' North, 120° 35' East)","1,491.1 meters (4,892.0 feet)"
1895,Baguio,Dontogan,1.74%,"6,366","5,152",23.56%,4.55%,2600.0,landlocked,none (landlocked),"16.3818, 120.5722 (16° 23' North, 120° 34' East)","1,535.7 meters (5,038.3 feet)"
1896,Baguio,DPS Area,0.26%,953,"1,121",-14.99%,-3.36%,2600.0,landlocked,none (landlocked),"16.4049, 120.6049 (16° 24' North, 120° 36' East)","1,473.4 meters (4,833.9 feet)"
1897,Baguio,Engineers' Hill,0.48%,"1,762","1,947",-9.50%,-2.08%,2600.0,landlocked,none (landlocked),"16.4074, 120.6021 (16° 24' North, 120° 36' East)","1,489.8 meters (4,887.7 feet)"
1898,Baguio,Fairview Village,2.18%,"7,984","8,429",-5.28%,-1.14%,2600.0,landlocked,none (landlocked),"16.4176, 120.5808 (16° 25' North, 120° 35' East)","1,449.8 meters (4,756.5 feet)"
1899,Baguio,Ferdinand,0.48%,"1,775","1,723",3.02%,0.63%,2600.0,landlocked,none (landlocked),"16.4027, 120.5915 (16° 24' North, 120° 35' East)","1,488.9 meters (4,884.8 feet)"
1900,Baguio,Fort del Pilar,1.02%,"3,753","3,068",22.33%,4.33%,2600.0,landlocked,none (landlocked),"16.3653, 120.6177 (16° 22' North, 120° 37' East)","1,343.7 meters (4,408.4 feet)"
1901,Baguio,Gabriela Silang,0.79%,"2,880","3,041",-5.29%,-1.14%,2600.0,landlocked,none (landlocked),"16.3943, 120.6041 (16° 24' North, 120° 36' East)","1,317.9 meters (4,323.8 feet)"
1902,Baguio,General Emilio F. Aguinaldo,0.53%,"1,960","1,982",-1.11%,-0.23%,2600.0,landlocked,none (landlocked),"16.4080, 120.5899 (16° 24' North, 120° 35' East)","1,444.0 meters (4,737.5 feet)"
1903,Baguio,"General Luna, Lower",0.04%,134,617,-78.28%,-27.49%,2600.0,landlocked,none (landlocked),"16.4150, 120.5982 (16° 25' North, 120° 36' East)","1,469.2 meters (4,820.2 feet)"
1904,Baguio,"General Luna, Upper",0.32%,"1,177","1,495",-21.27%,-4.91%,2600.0,landlocked,none (landlocked),"16.4132, 120.6016 (16° 25' North, 120° 36' East)","1,458.2 meters (4,784.1 feet)"
1905,Baguio,Gibraltar,2.20%,"8,043","7,613",5.65%,1.16%,2600.0,landlocked,none (landlocked),"16.4182, 120.6230 (16° 25' North, 120° 37' East)","1,534.1 meters (5,033.1 feet)"
1906,Baguio,Greenwater Village,0.43%,"1,571","1,724",-8.87%,-1.94%,2600.0,landlocked,none (landlocked),"16.4014, 120.6073 (16° 24' North, 120° 36' East)","1,445.0 meters (4,740.8 feet)"
1907,Baguio,Guisad Central,0.68%,"2,499","2,424",3.09%,0.64%,2600.0,landlocked,none (landlocked),"16.4230, 120.5855 (16° 25' North, 120° 35' East)","1,397.1 meters (4,583.6 feet)"
1908,Baguio,Guisad Sorong,0.46%,"1,677","1,679",-0.12%,-0.03%,2600.0,landlocked,none (landlocked),"16.4203, 120.5838 (16° 25' North, 120° 35' East)","1,404.5 meters (4,607.9 feet)"
1909,Baguio,Happy Hollow,0.73%,"2,674","2,570",4.05%,0.84%,2600.0,landlocked,none (landlocked),"16.3950, 120.6238 (16° 24' North, 120° 37' East)","1,293.7 meters (4,244.4 feet)"
1910,Baguio,Happy Homes,0.47%,"1,712","1,477",15.91%,3.16%,2600.0,landlocked,none (landlocked),"16.4280, 120.5956 (16° 26' North, 120° 36' East)","1,372.9 meters (4,504.2 feet)"
1911,Baguio,Harrison-Claudio Carantes,0.01%,30,273,-89.01%,-37.17%,2600.0,landlocked,none (landlocked),"16.4117, 120.5971 (16° 25' North, 120° 36' East)","1,455.0 meters (4,773.6 feet)"
1912,Baguio,Hillside,0.42%,"1,549","1,562",-0.83%,-0.18%,2600.0,landlocked,none (landlocked),"16.3966, 120.6047 (16° 24' North, 120° 36' East)","1,371.9 meters (4,500.9 feet)"
1913,Baguio,Holy Ghost Extension,0.80%,"2,928","3,032",-3.43%,-0.73%,2600.0,landlocked,none (landlocked),"16.4166, 120.6040 (16° 25' North, 120° 36' East)","1,470.1 meters (4,823.1 feet)"
1914,Baguio,Holy Ghost Proper,0.63%,"2,296","1,954",17.50%,3.45%,2600.0,landlocked,none (landlocked),"16.4168, 120.6008 (16° 25' North, 120° 36' East)","1,453.4 meters (4,768.3 feet)"
1915,Baguio,Honeymoon,0.90%,"3,308","3,316",-0.24%,-0.05%,2600.0,landlocked,none (landlocked),"16.4193, 120.6008 (16° 25' North, 120° 36' East)","1,438.5 meters (4,719.4 feet)"
1916,Baguio,Imelda R. Marcos,0.30%,"1,091","1,106",-1.36%,-0.29%,2600.0,landlocked,none (landlocked),"16.4002, 120.5894 (16° 24' North, 120° 35' East)","1,483.0 meters (4,865.4 feet)"
1917,Baguio,Imelda Village,0.51%,"1,885","1,889",-0.21%,-0.04%,2600.0,landlocked,none (landlocked),"16.4188, 120.6056 (16° 25' North, 120° 36' East)","1,422.0 meters (4,665.3 feet)"
1918,Baguio,Irisan,9.98%,"36,562","30,507",19.85%,3.88%,2600.0,landlocked,none (landlocked),"16.4203, 120.5568 (16° 25' North, 120° 33' East)","1,285.2 meters (4,216.5 feet)"
1919,Baguio,Kabayanihan,0.03%,104,116,-10.34%,-2.27%,2600.0,landlocked,none (landlocked),"16.4147, 120.5969 (16° 25' North, 120° 36' East)","1,462.7 meters (4,798.8 feet)"
1920,Baguio,Kagitingan,0.05%,189,151,25.17%,4.84%,2600.0,landlocked,none (landlocked),"16.4160, 120.5966 (16° 25' North, 120° 36' East)","1,448.7 meters (4,752.9 feet)"
1921,Baguio,Kayang Extension,0.29%,"1,066","1,592",-33.04%,-8.10%,2600.0,landlocked,none (landlocked),"16.4144, 120.5896 (16° 25' North, 120° 35' East)","1,452.1 meters (4,764.0 feet)"
1922,Baguio,Kayang-Hilltop,0.12%,443,147,201.36%,26.14%,2600.0,landlocked,none (landlocked),"16.4154, 120.5942 (16° 25' North, 120° 36' East)","1,467.0 meters (4,812.9 feet)"
1923,Baguio,Kias,1.74%,"6,374","5,992",6.38%,1.31%,2600.0,landlocked,none (landlocked),"16.3675, 120.6316 (16° 22' North, 120° 38' East)","1,310.5 meters (4,299.5 feet)"
1924,Baguio,Legarda-Burnham-Kisad,0.19%,711,670,6.12%,1.26%,2600.0,landlocked,none (landlocked),"16.4072, 120.5948 (16° 24' North, 120° 36' East)","1,464.3 meters (4,804.1 feet)"
1925,Baguio,Liwanag-Loakan,1.32%,"4,841","3,554",36.21%,6.72%,2600.0,landlocked,none (landlocked),"16.3861, 120.6099 (16° 23' North, 120° 37' East)","1,292.3 meters (4,239.8 feet)"
1926,Baguio,Loakan Proper,3.28%,"12,006","10,189",17.83%,3.51%,2600.0,landlocked,none (landlocked),"16.3761, 120.6176 (16° 23' North, 120° 37' East)","1,302.2 meters (4,272.3 feet)"
1927,Baguio,Lopez Jaena,0.31%,"1,140","1,304",-12.58%,-2.79%,2600.0,landlocked,none (landlocked),"16.4259, 120.6035 (16° 26' North, 120° 36' East)","1,442.6 meters (4,732.9 feet)"
1928,Baguio,Lourdes Subdivision Extension,0.40%,"1,451","1,263",14.89%,2.96%,2600.0,landlocked,none (landlocked),"16.4121, 120.5843 (16° 25' North, 120° 35' East)","1,443.1 meters (4,734.5 feet)"
1929,Baguio,"Lourdes Subdivision, Lower",0.12%,422,245,72.24%,12.13%,2600.0,landlocked,none (landlocked),"16.4102, 120.5851 (16° 25' North, 120° 35' East)","1,444.0 meters (4,737.5 feet)"
1930,Baguio,"Lourdes Subdivision, Proper",0.18%,657,656,0.15%,0.03%,2600.0,landlocked,none (landlocked),"16.4107, 120.5828 (16° 25' North, 120° 35' East)","1,471.0 meters (4,826.1 feet)"
1931,Baguio,Lualhati,0.33%,"1,202","1,087",10.58%,2.14%,2600.0,landlocked,none (landlocked),"16.4137, 120.6201 (16° 25' North, 120° 37' East)","1,519.7 meters (4,985.8 feet)"
1932,Baguio,Lucnab,0.60%,"2,206","2,120",4.06%,0.84%,2600.0,landlocked,none (landlocked),"16.4048, 120.6294 (16° 24' North, 120° 38' East)","1,326.5 meters (4,352.0 feet)"
1933,Baguio,Magsaysay Private Road,0.25%,927,999,-7.21%,-1.56%,2600.0,landlocked,none (landlocked),"16.4241, 120.5934 (16° 25' North, 120° 36' East)","1,377.3 meters (4,518.6 feet)"
1934,Baguio,"Magsaysay, Lower",0.31%,"1,135","1,112",2.07%,0.43%,2600.0,landlocked,none (landlocked),"16.4208, 120.5928 (16° 25' North, 120° 36' East)","1,407.6 meters (4,618.1 feet)"
1935,Baguio,"Magsaysay, Upper",0.02%,68,152,-55.26%,-15.58%,2600.0,landlocked,none (landlocked),"16.4167, 120.5956 (16° 25' North, 120° 36' East)","1,446.2 meters (4,744.7 feet)"
1936,Baguio,Malcolm Square-Perfecto,0.02%,63,31,103.23%,16.10%,2600.0,landlocked,none (landlocked),"16.4139, 120.5960 (16° 25' North, 120° 36' East)","1,450.1 meters (4,757.5 feet)"
1937,Baguio,Manuel A. Roxas,0.21%,761,921,-17.37%,-3.94%,2600.0,landlocked,none (landlocked),"16.4150, 120.6079 (16° 25' North, 120° 36' East)","1,435.7 meters (4,710.2 feet)"
1938,Baguio,"Market Subdivision, Upper",0.32%,"1,164","1,028",13.23%,2.65%,2600.0,landlocked,none (landlocked),"16.4167, 120.5942 (16° 25' North, 120° 36' East)","1,473.3 meters (4,833.6 feet)"
1939,Baguio,Middle Quezon Hill Subdivision,0.97%,"3,565","3,438",3.69%,0.77%,2600.0,landlocked,none (landlocked),"16.4163, 120.5747 (16° 25' North, 120° 34' East)","1,556.0 meters (5,104.9 feet)"
1940,Baguio,Military Cut-off,0.36%,"1,332","2,245",-40.67%,-10.41%,2600.0,landlocked,none (landlocked),"16.4037, 120.6005 (16° 24' North, 120° 36' East)","1,479.2 meters (4,853.0 feet)"
1941,Baguio,Mines View Park,0.41%,"1,517","1,409",7.67%,1.57%,2600.0,landlocked,none (landlocked),"16.4240, 120.6262 (16° 25' North, 120° 38' East)","1,546.3 meters (5,073.1 feet)"
1942,Baguio,"Modern Site, East",0.67%,"2,458","2,887",-14.86%,-3.33%,2600.0,landlocked,none (landlocked),"16.4219, 120.6063 (16° 25' North, 120° 36' East)","1,434.6 meters (4,706.6 feet)"
1943,Baguio,"Modern Site, West",0.35%,"1,300","1,060",22.64%,4.39%,2600.0,landlocked,none (landlocked),"16.4228, 120.6031 (16° 25' North, 120° 36' East)","1,433.2 meters (4,702.0 feet)"
1944,Baguio,MRR-Queen of Peace,0.44%,"1,614","2,206",-26.84%,-6.37%,2600.0,landlocked,none (landlocked),"16.4130, 120.5871 (16° 25' North, 120° 35' East)","1,440.3 meters (4,725.3 feet)"
1945,Baguio,New Lucban,0.57%,"2,070","3,305",-37.37%,-9.38%,2600.0,landlocked,none (landlocked),"16.4224, 120.5959 (16° 25' North, 120° 36' East)","1,401.3 meters (4,597.4 feet)"
1946,Baguio,Outlook Drive,0.61%,"2,237","1,905",17.43%,3.44%,2600.0,landlocked,none (landlocked),"16.4110, 120.6273 (16° 25' North, 120° 38' East)","1,398.3 meters (4,587.5 feet)"
1947,Baguio,Pacdal,1.91%,"7,012","6,269",11.85%,2.39%,2600.0,landlocked,none (landlocked),"16.4168, 120.6151 (16° 25' North, 120° 37' East)","1,483.1 meters (4,865.8 feet)"
1948,Baguio,Padre Burgos,0.78%,"2,851","2,910",-2.03%,-0.43%,2600.0,landlocked,none (landlocked),"16.4199, 120.5919 (16° 25' North, 120° 36' East)","1,427.4 meters (4,683.0 feet)"
1949,Baguio,Padre Zamora,0.65%,"2,390","2,513",-4.89%,-1.05%,2600.0,landlocked,none (landlocked),"16.4184, 120.5922 (16° 25' North, 120° 36' East)","1,466.0 meters (4,809.7 feet)"
1950,Baguio,Palma-Urbano,0.30%,"1,089","1,003",8.57%,1.75%,2600.0,landlocked,none (landlocked),"16.4129, 120.5894 (16° 25' North, 120° 35' East)","1,447.2 meters (4,748.0 feet)"
1951,Baguio,Phil-Am,0.14%,517,414,24.88%,4.79%,2600.0,landlocked,none (landlocked),"16.4004, 120.5940 (16° 24' North, 120° 36' East)","1,485.1 meters (4,872.3 feet)"
1952,Baguio,Pinget,2.12%,"7,774","6,918",12.37%,2.49%,2600.0,landlocked,none (landlocked),"16.4268, 120.5852 (16° 26' North, 120° 35' East)","1,440.6 meters (4,726.3 feet)"
1953,Baguio,Pinsao Pilot Project,1.30%,"4,763","4,520",5.38%,1.11%,2600.0,landlocked,none (landlocked),"16.4276, 120.5812 (16° 26' North, 120° 35' East)","1,448.0 meters (4,750.6 feet)"
1954,Baguio,Pinsao Proper,2.28%,"8,361","6,903",21.12%,4.12%,2600.0,landlocked,none (landlocked),"16.4265, 120.5738 (16° 26' North, 120° 34' East)","1,396.4 meters (4,581.3 feet)"
1955,Baguio,Poliwes,0.78%,"2,855","3,254",-12.26%,-2.72%,2600.0,landlocked,none (landlocked),"16.3960, 120.5995 (16° 24' North, 120° 36' East)","1,357.1 meters (4,452.4 feet)"
1956,Baguio,Pucsusan,0.19%,685,711,-3.66%,-0.78%,2600.0,landlocked,none (landlocked),"16.4164, 120.6294 (16° 25' North, 120° 38' East)","1,482.0 meters (4,862.1 feet)"
1957,Baguio,Quezon Hill Proper,0.38%,"1,375","1,464",-6.08%,-1.31%,2600.0,landlocked,none (landlocked),"16.4146, 120.5821 (16° 25' North, 120° 35' East)","1,516.7 meters (4,976.0 feet)"
1958,Baguio,"Quezon Hill, Upper",0.72%,"2,646","2,659",-0.49%,-0.10%,2600.0,landlocked,none (landlocked),"16.4167, 120.5760 (16° 25' North, 120° 35' East)","1,549.3 meters (5,082.9 feet)"
1959,Baguio,"Quirino Hill, East",0.95%,"3,497","3,654",-4.30%,-0.92%,2600.0,landlocked,none (landlocked),"16.4310, 120.5934 (16° 26' North, 120° 36' East)","1,511.9 meters (4,960.2 feet)"
1960,Baguio,"Quirino Hill, Lower",0.55%,"1,998","2,123",-5.89%,-1.27%,2600.0,landlocked,none (landlocked),"16.4273, 120.5896 (16° 26' North, 120° 35' East)","1,406.2 meters (4,613.5 feet)"
1961,Baguio,"Quirino Hill, Middle",0.76%,"2,777","2,635",5.39%,1.11%,2600.0,landlocked,none (landlocked),"16.4302, 120.5911 (16° 26' North, 120° 35' East)","1,532.7 meters (5,028.5 feet)"
1962,Baguio,"Quirino Hill, West",0.49%,"1,792","1,708",4.92%,1.02%,2600.0,landlocked,none (landlocked),"16.4308, 120.5892 (16° 26' North, 120° 35' East)","1,552.6 meters (5,093.8 feet)"
1963,Baguio,"Quirino-Magsaysay, Upper",0.61%,"2,243","2,776",-19.20%,-4.39%,2600.0,landlocked,none (landlocked),"16.4050, 120.5899 (16° 24' North, 120° 35' East)","1,504.6 meters (4,936.3 feet)"
1964,Baguio,Rizal Monument Area,0.05%,195,131,48.85%,8.73%,2600.0,landlocked,none (landlocked),"16.4128, 120.5918 (16° 25' North, 120° 36' East)","1,457.6 meters (4,782.1 feet)"
1965,Baguio,"Rock Quarry, Lower",0.45%,"1,646","1,489",10.54%,2.13%,2600.0,landlocked,none (landlocked),"16.4091, 120.5878 (16° 25' North, 120° 35' East)","1,428.4 meters (4,686.3 feet)"
1966,Baguio,"Rock Quarry, Middle",0.46%,"1,680","1,310",28.24%,5.38%,2600.0,landlocked,none (landlocked),"16.4085, 120.5859 (16° 25' North, 120° 35' East)","1,467.3 meters (4,813.9 feet)"
1967,Baguio,"Rock Quarry, Upper",0.42%,"1,539","1,708",-9.89%,-2.17%,2600.0,landlocked,none (landlocked),"16.4074, 120.5877 (16° 24' North, 120° 35' East)","1,461.0 meters (4,793.2 feet)"
1968,Baguio,Saint Joseph Village,1.08%,"3,951","4,397",-10.14%,-2.23%,2600.0,landlocked,none (landlocked),"16.4170, 120.6106 (16° 25' North, 120° 37' East)","1,481.0 meters (4,858.9 feet)"
1969,Baguio,Salud Mitra,0.37%,"1,344","1,742",-22.85%,-5.31%,2600.0,landlocked,none (landlocked),"16.4110, 120.6010 (16° 25' North, 120° 36' East)","1,458.2 meters (4,784.1 feet)"
1970,Baguio,San Antonio Village,0.38%,"1,396","1,547",-9.76%,-2.14%,2600.0,landlocked,none (landlocked),"16.4265, 120.6052 (16° 26' North, 120° 36' East)","1,472.0 meters (4,829.3 feet)"
1971,Baguio,San Luis Village,2.45%,"8,981","7,529",19.29%,3.78%,2600.0,landlocked,none (landlocked),"16.4088, 120.5728 (16° 25' North, 120° 34' East)","1,379.6 meters (4,526.2 feet)"
1972,Baguio,San Roque Village,0.27%,991,878,12.87%,2.58%,2600.0,landlocked,none (landlocked),"16.4117, 120.5804 (16° 25' North, 120° 35' East)","1,468.4 meters (4,817.5 feet)"
1973,Baguio,San Vicente,1.45%,"5,316","5,062",5.02%,1.04%,2600.0,landlocked,none (landlocked),"16.3954, 120.5968 (16° 24' North, 120° 36' East)","1,383.3 meters (4,538.3 feet)"
1974,Baguio,"Sanitary Camp, North",0.72%,"2,636","2,891",-8.82%,-1.92%,2600.0,landlocked,none (landlocked),"16.4304, 120.5994 (16° 26' North, 120° 36' East)","1,375.6 meters (4,513.1 feet)"
1975,Baguio,"Sanitary Camp, South",0.56%,"2,053","2,054",-0.05%,-0.01%,2600.0,landlocked,none (landlocked),"16.4272, 120.5967 (16° 26' North, 120° 36' East)","1,369.7 meters (4,493.7 feet)"
1976,Baguio,Santa Escolastica,0.49%,"1,794","1,337",34.18%,6.38%,2600.0,landlocked,none (landlocked),"16.4006, 120.6039 (16° 24' North, 120° 36' East)","1,425.4 meters (4,676.5 feet)"
1977,Baguio,Santo Rosario,0.52%,"1,909","1,687",13.16%,2.64%,2600.0,landlocked,none (landlocked),"16.4022, 120.5851 (16° 24' North, 120° 35' East)","1,481.2 meters (4,859.5 feet)"
1978,Baguio,Santo Tomas Proper,1.93%,"7,071","7,058",0.18%,0.04%,2600.0,landlocked,none (landlocked),"16.3844, 120.5806 (16° 23' North, 120° 35' East)","1,385.9 meters (4,546.9 feet)"
1979,Baguio,Santo Tomas School Area,0.37%,"1,359","1,256",8.20%,1.67%,2600.0,landlocked,none (landlocked),"16.3704, 120.5768 (16° 22' North, 120° 35' East)","1,458.1 meters (4,783.7 feet)"
